recordtype,borough,X_d12,X_d3,X_d4,X_d5,X_d6,X_e1,X_e2,X_e3,X_e4,X_e5,X_f1,X_f2,X_f3,X_f4,X_f5,X_f6,X_g12,X_g3,X_g4,X_g5,X_g6,X_h,X_i,X_j1,X_j2,X_j3,Sex,Age,X_1e,X_1f,X_2,X_3,X_4a,X_5,X_6,PlaceofBirth,X_7b,X_7c,X_8,X_9a,X_9c,X_10a,X_10b,X_11b,X_11c,X_12b,X_12b2,X_13,X_14,X_15b,X_15c,X_18a,X_19a,X_20,X_21,X_22a,X_23a,X_23b,X_23c,X_24a,X_24b,X_25a,X_25c,X_26a,X_26c,X_27,X_28a1,X_28a2,X_28b1,X_28b2,X_28c,X_28d1,X_28d2,X_28e1,X_28e2,X_30a,X_29,X_31a1,X_31a12,X_31b,X_32a,X_32b,X_34,X_33,X_35a,X_35b,X_35c,X_36a,X_36b,X_37a,X_37b,X_38a,X_39,Welfare,X_52a,X_52b,Health,X_54b,X_53b1,X_53b2,X_53b3,X_53b4,X_53b5,X_55a,X_55b,X_55c,X_55d,X_55e,X_56a,X_56b,X_56c,X_57a,X_57b,X_58,csrr,scr,tsc,ybr,hcr,npr,mgrent,hhinc,hhiwages,hhincf,hhiint,hhiss,hhincdis,hhissi,hhincva,sub,under6,under18,hhweight,seqn,FW1,FW2,FW3,FW4,FW5,FW6,FW7,FW8,FW9,FW10,FW11,FW12,FW13,FW14,FW15,FW16,FW17,FW18,FW19,FW20,FW21,FW22,FW23,FW24,FW25,FW26,FW27,FW28,FW29,FW30,FW31,FW32,FW33,FW34,FW35,FW36,FW37,FW38,FW39,FW40,FW41,FW42,FW43,FW44,FW45,FW46,FW47,FW48,FW49,FW50,FW51,FW52,FW53,FW54,FW55,FW56,FW57,FW58,FW59,FW60,FW61,FW62,FW63,FW64,FW65,FW66,FW67,FW68,FW69,FW70,FW71,FW72,FW73,FW74,FW75,FW76,FW77,FW78,FW79,FW80,IL30PER,IL50PER,IL80PER,year,sba,geo_id2,sba.name,Evicted.Displaced,race.ethnicity,postpone.health,service.interruptions
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Male,65+,No,Black,1,4,2016,2,To be close to Relatives,OutsideUS,12,12,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,2,9,2,4,3,1,2,1,1,2,1,40,1,20,9999,2,9999,2,99999,1600,2,2,2,1600,1,9,2,2,1,1,5,2,2,1,9,2,2,No,8,8,Good,8,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,4,4,1,1966,9998,80,12,16,6,SoleMale,1,1660,"40,000 - 54,999",9999999,9999999,9999999,1982,29000,9999999,9999999,12,1,No,21262080,997255,21262080,6392133,36779116,6620571,33978056,6520243,22262740,21246048,32778454,21592836,6860845,22021388,20008180,25189874,31207102,20433052,6974880,31635548,23499304,21078696,19683688,22991614,20652588,7367008,32525020,6241016,21441104,36156316,6853337,36151808,18167068,22494592,20353660,7153617,20078120,36761316,20632882,5948275,35223732,21190372,22480638,6633959,21347844,32302968,6558272,21998068,33630360,21649408,6462547,21451256,20313448,23178950,37732968,6125684,36793876,21186430,5916945,35120644,6271685,23774618,19731478,20894382,22883308,21612300,33863268,6979379,18987532,34778940,22824862,19826034,22784658,6641231,18743080,37374388,23552458,20342236,5864213,34379816,6164290,37923568,19050,31750,50750,2017,412,3604112,Jamaica,No,Black,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,2,2,2,4,2,Male,35-44,No,Black,1,4,2016,2,Wanted to own residence,US,9,7,1,1,9,9,9,1,2,9999999,0,495000,1,2016,9998,1,2,1,1,1,2,9,2,8,4,1,2,1,1,2,1,122,1,130,9999,1,1200,3,99999,99999,9,9,3,99999,1,9,2,2,2,1,4,2,2,1,9,2,3,Yes,2,3,VG,2,No,No,No,No,No,No,No,No,No,No,1,5,1,9,9999,9999,1,12,1,7,Malew.Adults,3,99999,"25,000 - 39,999",98000,9999999,9999999,9999999,9999999,9600,9999999,12,1,No,21431180,417902,21431180,31566020,7973966,31285308,5850670,43384256,5876921,18844526,22239048,42338584,18134226,7270214,23954764,18954468,25001528,33452774,22093388,6377086,34037140,20150648,21286204,23765036,23687828,19200292,5756818,36698312,7629950,18818560,42139088,5425330,44080780,19709284,22035912,20672904,7225730,18828588,38125824,21488092,5564325,41201672,22202930,17675708,8757108,20325392,31754240,8574902,19502158,41291324,19876888,6495514,21257800,23974064,19566436,33677896,6960220,42879056,16821512,8300983,25556704,8207488,20736384,21680700,21516962,22682652,19764910,37904016,6101809,20357696,34491268,25639906,18941548,20590422,8480779,19292240,35704240,20490596,23587122,6708901,39158500,6045648,24500,40800,65250,2017,412,3604112,Jamaica,No,Black,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Female,35-44,No,Black,1,6,2017,2,"Evicted, displaced, landlord harassment",OutsideUS,12,12,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,2,9,2,4,4,1,2,1,1,2,1,50,1,50,9999,2,9999,2,99999,1800,2,2,2,1800,1,9,3,2,2,1,5,2,2,1,9,2,3,Yes,1,2,VG,2,No,No,No,No,No,No,No,No,No,No,2,4,4,1,1990,1994,80,12,16,8,Femalew.Kids,3,1900,"10,000 - 24,999",24000,9999999,9999999,9999999,9999999,9999999,9999999,12,1,Yes,25193744,373845,25193744,42436872,7853209,39377792,6925875,39560576,8458017,34699544,8922063,25027120,20411080,38861972,31562788,8173642,20456878,21158484,25815956,56391844,21739296,7381646,37712184,27215352,24815530,22683244,25103838,25427360,9036430,48659548,6975894,27532132,40578404,6242956,44868892,22542392,25832700,23330820,6519451,21745874,51313744,24604804,7938666,39017012,24197270,24258900,7412221,23957876,42883264,6448583,26490994,45990992,22784144,7312770,27997980,23134272,26532268,34168436,7101318,47337472,25029960,7456081,44955308,6718927,22494010,25195884,25795556,21914716,25718898,38530636,7027794,24199490,35315432,28804748,25546982,23346884,7299096,24537576,46303096,25968896,23142698,7489487,24500,40800,65250,2017,412,3604112,Jamaica,Yes,Black,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Male,45-54,No,Asian,1,6,2016,2,Commuting Reasons,OutsideUS,21,21,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,7,2,2,2,9,1,3,2,1,2,1,1,2,1,50,1,35,9999,2,9999,3,99999,1300,2,2,2,1300,1,9,2,2,1,1,2,2,2,1,9,2,2,No,2,4,Good,2,No,No,No,No,No,No,No,No,No,No,4,2,4,1,2016,2016,31,3,16,1,Marriedw.AdultsKids,5,1385,"10,000 - 24,999",19500,9999999,9999999,9999999,9999999,9999999,9999999,12,1,Yes,18522070,235023,18522070,17114508,20573482,5157016,26851686,6001387,31359964,4712232,31064630,6118766,29317942,6357376,18440636,17000160,33301362,18306888,4953889,19440944,19797504,17203502,29188868,19165212,5967978,27393984,17618800,18286282,20371820,18231480,18551200,4931059,33390356,5033170,19510224,32427778,6064198,24981756,18981612,17930468,17210604,5725700,18912918,28652616,21867414,5082107,26959924,24970824,16779122,6285545,17028318,29862552,5034239,21615056,28600230,17575578,5623844,19336740,15455640,23920036,24205782,6093729,31880400,17241834,5596855,31696854,4993827,18011092,19380896,17465652,17747044,18923124,28151452,5563249,19719316,32212956,17793378,16771012,19763528,5653961,18437682,29964180,29400,48950,78300,2017,412,3604112,Jamaica,No,Asian,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Male,45-54,No,Asian,1,4,2016,2,Needed Larger House or Apartment,OutsideUS,21,21,2,9,2,2,3,9,9,9999999,9,9999999,9,9999,9999,9,9,6,2,3,2,9,2,4,2,1,2,1,1,2,1,100,1,95,9999,2,9999,3,99999,1300,6,2,2,1300,1,9,1,2,2,1,1,1,2,1,9,2,2,No,1,4,Good,2,No,No,No,No,No,No,No,No,No,No,1,1,5,1,2016,2016,80,3,16,1,Marriedw.AdultsKids,5,1495,"40,000 - 54,999",34000,9999999,9999999,9999999,9999999,9999999,9999999,12,1,Yes,26212866,832647,26212866,30707668,25538106,9838087,40701060,7806980,42279176,7851994,42569992,7962911,39645468,8293426,24323876,29311552,43300644,30143696,7173410,28642404,27809324,23835884,41186232,30690410,6515665,46553472,25909600,27655176,23379096,26570642,24173028,10003375,39474192,8733876,22728316,44345324,10022473,42537420,25060898,24824992,28033042,7676116,24187734,50006948,24656968,7608995,40716916,29837108,24005308,8829456,29974786,39030884,8731638,22747716,45158192,24250022,7571625,29296112,27835680,26367492,45243664,7266283,39519440,27116390,7699241,41002824,9303189,26829332,27170882,21765090,29877500,25178568,38845952,8449510,30180990,41337432,26297508,28206150,21170252,9200136,23599206,41349268,29400,48950,78300,2017,412,3604112,Jamaica,No,Asian,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Female,45-54,No,Black,1,3,2014,2,Any other reason,OutsideUS,12,12,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,2,9,2,4,3,1,2,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,1300,2,2,2,1300,1,9,2,2,2,1,5,2,2,1,9,8,2,No,1,3,NotReported,2,No,No,No,No,No,No,No,No,No,No,8,8,8,1,9998,9998,80,12,16,6,Marriedw.KidsOnly,3,1300,"25,000 - 39,999",37500,45000,9999999,9999999,9999999,9999999,9999999,12,2,Yes,21262080,687949,21262080,21824108,36779116,22604044,19903884,6520243,38004872,6222823,32778454,6324395,39987936,6449916,34156100,7377943,18280696,20433052,40652584,18531674,6882787,21078696,19683688,22991614,35256172,25152538,5580411,36375304,21441104,21179880,23398756,21177240,18167068,6588514,34745868,7153617,20078120,36761316,6043231,34669088,20633584,21190372,22480638,6633959,21347844,32302968,22391344,6443085,33630360,21649408,22064514,6282927,20313448,39568944,6473954,20914394,36793876,21186430,5916945,20573196,21412872,23774618,33683740,6119823,39064248,21612300,5810018,40678804,5561319,20373032,22824862,19826034,22784658,22674580,31996438,6412431,23552458,34726368,20021676,20139228,21046204,6506655,24500,40800,65250,2017,412,3604112,Jamaica,No,Black,No,No
1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,Female,35-44,Yes,White,1,6,2016,2,Other housing reason,OutsideUS,14,14,4,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,6,2,2,2,9,2,4,4,1,8,1,1,2,1,75,1,116,9999,2,9999,3,99999,1950,2,2,2,1950,1,9,2,2,1,5,5,2,2,1,9,2,3,Yes,2,3,Excellent,2,No,No,No,No,No,No,No,No,No,No,5,2,2,1,2003,2003,80,2,16,7,Femalew.AdultsKids,4,2141,"10,000 - 24,999",12000,9999999,9999999,9999999,9999999,5460,9999999,12,2,Yes,32825212,240729,32825212,31558466,10398361,30506668,38931776,53183384,34292880,37877996,9181090,53552416,35364000,47197192,10180599,63700056,33436948,58079160,10857582,29955220,34862216,56348572,34037544,30622212,12040672,30158640,51781264,9798010,9663629,9000994,10465789,31767156,38493536,33725704,32573280,54857908,57162768,37925536,56932440,32848910,9670145,34080992,10385084,35345064,51727292,9899765,29813912,54887976,34678580,33210980,11031481,30426708,48449444,32416616,37337928,49808264,34503696,35683012,33005040,40536688,58426484,28105122,9859339,56182344,31392402,9238914,33546032,10102828,32414648,59384820,34574088,60096152,61387364,29762700,35123440,41440152,31136766,9081935,10067076,10746851,8853017,60461464,27200,45300,72500,2017,412,3604112,Jamaica,No,Hispanic,No,No
1,4,9,9,9,1,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,4,1,Female,45-54,Yes,White,1,6,2016,2,"Widowed, Divorced, Deceased",OutsideUS,14,14,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,2,9,2,5,4,1,2,1,1,2,1,100,2,9999,9999,2,9999,3,99999,1500,6,2,2,1500,1,9,2,2,2,1,4,2,2,1,9,2,2,No,2,2,Excellent,2,No,No,No,No,No,No,No,No,No,No,4,2,2,1,1995,1995,80,12,16,7,Femalew.Kids,4,1600,"10,000 - 24,999",16000,9999999,9999999,9999999,9999999,9999999,9999999,12,1,Yes,25699868,103250,25699868,24434088,8025938,23371848,23742780,41177332,29810192,20454838,9192459,44245424,20308772,40527224,9624154,47490000,20328792,36271252,7817239,33529398,22430116,43079300,21910184,28808202,7374992,22873916,44375736,7686055,9436182,8134662,7266020,27493988,24830976,21767016,27012164,38491496,45346124,23514200,39237744,22559676,8717269,25271820,8010310,22990612,41280288,7372080,25251792,41291272,26681188,21963080,7782391,28714396,39262388,25433904,29141698,38457536,27410384,20466026,24936212,27482362,44444340,24989144,7832257,41009464,22760080,7491921,26381770,6557171,26143888,39333932,24525852,41492908,36735620,29798050,25464188,23989520,25310384,7189595,8185782,7610220,6818900,45454804,27200,45300,72500,2017,412,3604112,Jamaica,No,Hispanic,No,No
1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,Female,35-44,No,Black,1,8,2015,2,Change in Employment Status,US,9,9,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,2,9,2,3,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,2200,6,1,2,1100,1,9,2,2,2,1,2,2,2,1,9,2,2,Yes,1,2,VG,2,No,No,No,No,No,No,No,No,No,No,3,4,4,9,9999,2015,80,12,16,8,Femalew.Kids,2,2200,"40,000 - 54,999",32500,9999999,9999999,9999999,9999999,4500,9999999,12,1,Yes,22053040,565370,22053040,22766300,21930280,39507080,6114766,22973636,39851532,21711376,20032364,22505640,7105064,22736252,35385320,25624078,19057438,6244677,41564528,5764994,40879720,6442051,34500600,7075268,36200280,7676236,19964488,22251072,37770452,21564310,7134413,21875296,19279996,22928308,36962488,24764524,6111503,38296480,20879548,21695274,21093040,21864584,22982772,6917232,37631840,5755747,22917000,39171656,6012391,37610508,22864732,22775608,20929220,7017713,22944376,36611324,22158306,6491138,35843704,21061602,22585692,7116197,20717504,36535992,7101347,22002204,35330664,24685488,5790092,20703576,23962720,20500420,40488760,6883088,32517746,23383860,7026515,36333444,6032094,20734296,21886848,22983288,21800,36250,58000,2017,412,3604112,Jamaica,No,Black,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Female,25-34,Yes,White,1,6,2014,2,Other housing reason,OutsideUS,12,12,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,4,2,1,1,2,2,3,2,1,2,1,1,2,1,70,2,9999,9999,2,9999,2,99999,950,2,1,1,0,1,9,2,2,2,1,5,2,2,1,9,2,2,Yes,1,2,VG,2,No,No,No,No,No,No,No,No,No,No,5,3,1,1,2006,2006,80,12,16,8,Femalew.Kids,4,1020,"10,000 - 24,999",9999999,9999999,9999999,9999999,9999999,15000,9999999,12,3,Yes,24687488,438307,24687488,27197528,22895012,26611512,26556836,23730312,41236196,7208107,27406264,41670340,24772156,22494856,24440776,6877922,27657928,41388384,24140268,27134148,7127403,41332868,8217325,42647332,7365930,44755972,7454073,41402440,7474915,22090496,24747320,38429884,29317158,6818733,25058260,23565838,25733110,48718728,26487084,7983458,40428180,23480022,30074200,24352268,23734328,27960738,6524835,41757040,7217935,25126148,41471312,8114187,40453656,25137246,22449168,26044602,7312091,25958450,43226696,27036888,6393519,45445764,24041516,28233184,6833421,26201948,41345568,8242258,25647302,43766844,25256984,8272821,23380080,26992110,24990528,37568820,7507608,39363240,25478620,7236327,42245088,8083514,27200,45300,72500,2017,412,3604112,Jamaica,No,Hispanic,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,2,2,2,4,2,Male,25-34,No,Black,1,4,2015,2,Needed Larger House or Apartment,OutsideUS,12,12,3,9,2,8,8,9,9,9999999,9,9999999,9,9999,9999,9,9,11,2,3,2,9,2,3,2,1,2,1,1,2,1,100,1,100,9999,2,9999,3,99999,1400,8,2,1,300,0,5,3,2,2,1,4,2,2,1,9,2,2,No,2,3,Excellent,2,No,No,No,No,No,No,No,No,No,No,2,3,3,1,1989,1989,30,3,16,8,Malew.Adults,2,1600,"25,000 - 39,999",90000,9999999,9999999,9999999,9999999,9999999,9999999,12,1,No,22053040,623515,22053040,22766300,21930280,23142712,6114766,6728822,6837442,6359115,34197384,22505640,7105064,22736252,20728240,43743040,19057438,21320660,7131346,33600848,23946786,37547024,5919367,41237684,21205632,44740384,5847463,22251072,22125418,36812580,24358410,21875296,5646980,22928308,36962488,7253361,6111503,6570637,6115478,21695274,21093040,21864584,22982772,40316580,37631840,19651348,39121768,22946224,6012391,22031724,6696925,22775608,35728412,7017713,22944376,36611324,22158306,22162132,6149807,21061602,38556188,24296216,20717504,36535992,24245514,22002204,20696224,24685488,33747132,20703576,7018518,34996404,23717764,6883088,19048454,6848974,23990022,36333444,20594860,35395656,37363184,22983288,21800,36250,58000,2017,412,3604112,Jamaica,No,Black,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Female,55-64,No,Black,1,3,2016,2,Any other reason,OutsideUS,12,12,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,5,2,1,2,9,2,3,3,1,2,1,1,3,1,50,1,19,9999,2,9999,3,99999,3800,4,2,1,436,1,9,2,2,1,4,3,1,1,1,9,1,3,Yes,2,3,Fair,2,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1,1,2,2,1969,1969,80,5,16,7,SolelyMarried,2,3869,"25,000 - 39,999",28000,9999999,9999999,8712,9999999,3600,9999999,12,1,No,34046324,773414,34046324,9642311,61690716,9148126,40835412,32150708,35959176,38707600,32703130,55816268,10726575,28544972,61472316,37957832,34857672,35499896,11101146,31816132,60646796,34442396,34947628,9423451,72057448,9204035,54259272,10231583,58121388,9164368,63500844,9611082,40851680,34375968,59153468,32583084,10192425,39509320,33748952,35091696,57616760,35165344,10617049,62914248,31289588,35101544,30513822,33538468,36135024,9899050,66628028,9461969,29241352,57203272,11352081,51075288,35472136,37326328,34303956,12154783,36100028,49031056,35344048,9873683,56780320,32112700,34999680,10465915,33748072,60348316,10631339,36400964,63901380,30846580,10455027,44261296,31715234,32442646,60354976,11064394,53660176,36642212,21800,36250,58000,2017,412,3604112,Jamaica,No,Black,Yes,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Female,<25,Yes,White,1,2,2016,2,Establish Separate Household,OutsideUS,13,13,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,5,2,1,2,9,1,4,2,1,2,1,1,1,3,9999,1,20,9999,2,9999,2,99999,1300,2,2,2,1300,0,2,2,2,1,2,3,2,1,1,9,2,2,No,2,3,Good,2,No,No,No,No,No,No,No,No,No,No,2,3,3,1,1998,2004,80,11,16,7,Marriedw.KidsOnly,4,1320,"10,000 - 24,999",19000,1300,9999999,9999999,9999999,9999999,9999999,12,2,Yes,26212866,585920,26212866,8994068,43596272,9838087,23842128,26654698,24766568,26808384,24936924,46411244,6802087,28315528,41523452,29311552,25364932,30143696,7173410,28642404,47473488,23835884,24126336,8989013,37976080,7987313,44230452,8100014,39910612,7782361,41265940,10003375,23123448,29819316,38799664,25976888,10022473,24917844,25060898,24824992,47855396,26207898,7084423,50006948,24656968,25978732,23851416,29837108,24005308,8829456,51170160,6696641,29811676,38832780,7747921,41397376,25851144,29296112,27835680,7722860,26503124,42351004,23149952,7942207,44874468,24018896,31763072,7858130,27170882,37155336,8750917,25178568,38845952,28848432,8839807,24214906,26297508,28206150,36139880,9200136,40286364,24221840,27200,45300,72500,2017,412,3604112,Jamaica,No,Hispanic,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,1,2,4,2,Male,35-44,Yes,White,1,6,2014,2,Needed Larger House or Apartment,OutsideUS,11,11,1,9,2,9,9,9,9,9999999,9,9999999,9,9999,9999,9,9,5,2,1,2,9,1,4,3,1,2,1,1,1,1,130,1,18,9999,2,9999,2,99999,1450,4,2,2,1450,1,9,2,2,1,2,1,2,2,1,9,1,2,No,2,3,VG,2,No,No,No,No,No,No,No,No,No,No,2,4,4,1,2004,2004,80,11,16,7,Marriedw.AdultsKids,6,1598,"25,000 - 39,999",47000,9999999,9999999,9999999,9999999,9999999,9999999,12,3,Yes,30115052,977248,30115052,8383323,66043420,8850925,31918310,26128556,29036636,28548704,35762356,41864536,10085787,29133532,45317232,40292660,25605128,28474784,9322822,33641360,43571152,34412636,29606608,8938450,59331092,7853525,48208728,9822725,47055168,12104748,47883544,9769771,29449888,28689588,53964692,25636500,9709133,24392048,28959704,29846056,56933040,30272312,8935276,66289444,24883120,34018532,31148530,24970724,33664776,8955855,47222860,10653500,26951652,57097112,7802377,57259464,27517652,30134620,28843728,9938685,27058904,51959356,34734748,8245272,46839908,34602760,28072996,8571610,39681820,42598484,8231967,29609840,42598120,31386130,9495140,31615832,35751820,26956540,57249944,10729367,48553480,28321172,32580,52550,84100,2017,412,3604112,Jamaica,No,Hispanic,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,2,4,2,Male,45-54,No,Asian,1,6,2017,1,Needed Larger House or Apartment,OutsideUS,21,21,1,1,9,9,9,4,2,49000,9,490000,1,2016,387,1,1,1,1,1,2,9,2,6,4,1,2,1,1,2,1,87,1,150,9999,1,1350,3,99999,99999,9,9,3,99999,1,9,3,2,2,1,4,2,2,1,9,2,1,No,2,3,Excellent,2,No,No,No,No,No,No,No,No,No,No,2,3,4,1,2003,2003,1,12,1,9,Marriedw.KidsOnly,4,99999,"25,000 - 39,999",82000,9999999,9999999,9999999,9999999,9999999,9999999,12,1,Yes,29602580,457830,29602580,8556392,55469216,30146838,9236495,48153484,8746370,33906956,32671276,28207940,27728118,28728862,48644192,9828495,28259148,61048884,29709290,28095724,31986640,9795290,27256012,51857272,27071372,33984068,9086574,48038764,8667265,52077232,9220507,53029856,9414298,54071032,7989853,28692800,37067996,49600840,32030840,8488553,34073232,28929876,31331244,49013136,32687848,10088113,46645700,29551042,31687112,30207514,27995888,31332568,9823470,45944700,9667829,32499080,47092848,10164561,47801504,29596812,34281056,29746678,9727372,30083028,57358216,31064180,8079746,50746256,29731352,31401380,9772600,28239948,57445016,8573310,31704800,53125824,28397088,8833421,35911172,26651520,37794012,49337020,27200,45300,72500,2017,412,3604112,Jamaica,No,Asian,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,2,Female,45-54,No,Black,1,6,2015,2,Wanted to own residence,US,12,9,3,1,9,9,9,1,2,9999998,8,35000,2,9999,9999,1,3,12,1,5,1,2,2,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,1,9,2,2,2,2,1,2,2,1,9,2,3,No,1,3,VG,2,No,No,No,No,No,No,No,No,No,No,1,4,4,9,9999,9999,86,3,2,5,Femalew.Adults,2,99999,"25,000 - 39,999",46000,9999999,9999999,9999999,9999999,9999999,9999999,12,1,No,27548632,601753,27548632,46936800,8622713,45116264,26832892,8283327,48184472,7675692,29927468,28564280,24371144,29647084,25226148,51576724,7211609,29200996,46088936,28728534,25661192,27573052,8063591,27807204,44961600,27040048,27243240,8196760,46376084,8398266,47122636,8335416,43212952,8391321,42373176,9511345,24227544,32594616,41130772,30419306,7439454,27946224,27038686,25239184,49582368,29109292,7961662,41692760,27442080,30428170,28094216,25080292,28169630,8417632,45019992,7920329,26488752,46902700,8458793,47747032,26129960,25938092,28733822,8274148,27059340,47142716,24390528,8970858,44677072,25373290,28921900,7717459,28726208,44069944,8123853,32533572,43966472,27279600,7935079,28162452,26889758,25374512,21800,36250,58000,2017,412,3604112,Jamaica,No,Black,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,1,Male,35-44,No,Black,1,6,2015,2,Wanted to own residence,US,9,7,3,1,9,9,9,1,1,8000,9,80000,2,9999,9999,3,3,13,1,6,1,1,1,3,2,1,2,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,1,9,2,2,2,1,2,2,2,1,9,2,2,Yes,2,2,Good,2,No,No,No,No,No,No,No,No,No,No,8,8,8,9,9999,9999,86,3,2,5,SoleMale,1,99999,"25,000 - 39,999",9999999,42000,9999999,9999999,9999999,8400,9999999,12,1,No,25482214,987456,25482214,25679756,44523536,7859447,41835424,25873572,8280180,42157952,6866006,25897244,27645018,26786228,24009180,29736040,36451520,7231164,28821300,37710084,28271838,25096892,23331296,8255389,24602384,51516724,23790100,25096804,7497911,42725392,8417242,41887332,6542395,46597236,7034978,49850136,6845929,27096720,24112800,42418756,24708988,7388352,27049434,26733352,25735024,37867264,27158742,7464367,41069728,25698936,26526376,26456108,24271510,27688494,7763337,41631512,7580522,25645632,42968672,7132825,43765676,28120066,23289280,25453966,8117774,25108480,41092404,29395216,6569446,40942864,27859828,23302204,7763397,28598756,36673456,8392340,26199258,42398764,23616330,7147828,25473720,26630324,19050,31750,50750,2017,412,3604112,Jamaica,No,Black,No,No
1,4,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,2,2,1,1,1,Male,45-54,No,Black,1,6,2015,2,Wanted to own residence,US,7,7,3,1,9,9,9,1,1,9999998,8,80000,2,9999,9999,1,3,13,1,6,1,1,1,3,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,1,9,1,2,8,8,8,2,2,0,3,2,2,No,1,2,VG,2,No,No,No,No,No,No,No,No,No,No,1,5,5,9,9999,9999,86,3,2,5,SoleMale,1,99999,"25,000 - 39,999",100000,9999999,9999999,9999999,9999999,9999999,9999999,12,1,No,39340416,458112,39340416,37133876,73367648,10607196,81829624,36209056,12754550,75160272,11208857,37623764,41735916,33629648,41709384,44049020,66672924,12040226,44865228,60955844,41942468,39300536,40345080,10995239,48971584,61770084,37874888,39400436,11537829,61993148,12854041,62833564,13862442,69862336,11258531,65588624,11417259,47721944,38975064,68611536,39537020,11882867,42662888,41717540,36528316,67639088,36161672,10910006,72295672,39423108,45280168,37525648,33911048,38723380,13114097,58078792,12135283,43193376,70201112,14054263,69953232,33242086,39731496,40092680,11136346,36646376,69491952,42550320,11215059,69909680,42200824,41375872,12252581,37538784,68723928,15885139,34635884,64628424,40542076,13022764,36584792,42456672,19050,31750,50750,2017,412,3604112,Jamaica,No,Black,No,No
